"state","2020-07-15","2020-07-22","2020-07-29","2020-08-05","2020-08-12","2020-08-19","2020-08-26","2020-09-02","2020-09-09","2020-09-16","2020-09-23","2020-09-30","2020-10-07","2020-10-14","2020-10-21","2020-10-28","2020-11-04","2020-11-11","2020-11-18","2020-11-25","2020-12-02","2020-12-09","2020-12-16","2020-12-23","2020-12-30","2021-01-06","2021-01-13","2021-01-20","2021-01-27","2021-02-03","2021-02-10","2021-02-17","2021-02-24","2021-03-03","2021-03-10","2021-03-17","2021-03-24","2021-03-31","2021-04-07","2021-04-14","2021-04-21","2021-04-28","2021-05-05","2021-05-12","2021-05-19","2021-05-26","2021-06-02","2021-06-09","2021-06-16","2021-06-23","2021-06-30","2021-07-07","2021-07-14","2021-07-21","2021-07-28","2021-08-04","2021-08-11","2021-08-18","2021-08-25","2021-09-01","2021-09-08","2021-09-15","2021-09-22","2021-09-29","2021-10-06","2021-10-13","2021-10-20","2021-10-27","2021-11-03","2021-11-10","2021-11-17","2021-11-24","2021-12-01","2021-12-08","2021-12-15","2021-12-22","2021-12-29","2022-01-05","2022-01-12","2022-01-19","2022-01-26","2022-02-02","2022-02-09","2022-02-16","2022-02-23","2022-03-02","2022-03-09","2022-03-16","2022-03-23","2022-03-30","2022-04-06","2022-04-13","2022-04-20","2022-04-27","2022-05-04","2022-05-11","2022-05-18","2022-05-25","2022-06-01","2022-06-08","2022-06-15","2022-06-22","2022-06-29","2022-07-06","2022-07-13","2022-07-20","2022-07-27","2022-08-03","2022-08-10","2022-08-17","2022-08-24","2022-08-31","2022-09-07","2022-09-14","2022-09-21","2022-09-28","2022-10-05","2022-10-12","2022-10-19","2022-10-26","2022-11-02","2022-11-09","2022-11-16","2022-11-23","2022-11-30","2022-12-07","2022-12-14","2022-12-21","2022-12-28"
"OK",17105.8969887043,19481.6753980222,20467.9435891766,20182.7273838128,19168.2429837948,18294.8843809231,18001.4927438607,18581.1763613948,20041.695763242,22278.6801745706,24699.3024033291,26999.8930192042,29055.1726147606,30999.7479877746,33385.6520260593,37797.376218365,46133.9370980849,57840.9314482181,69111.528558775,73604.8953024853,72177.4594555565,70729.5131757412,73073.4472144565,77966.4167391204,81128.7902965541,79310.0744792639,72156.6374876229,61979.948783883,51338.380939007,41454.4158791984,32459.638464576,24450.8077516391,18437.2155395121,14630.4995172728,12736.6552712677,12136.3315044823,12319.405982641,12313.3569732982,11505.5919321037,10099.8867608925,8620.74528021224,7561.76049831012,6884.5261719694,6527.33805489215,6035.15793766506,5337.01215676436,4804.48050598673,4863.48336692336,5751.04085549926,7652.67179915538,10993.9479322014,16232.9989655021,24249.349046982,36704.2680396741,53516.0309079234,71400.9889119367,85432.8597355823,93240.339708226,96305.4235663176,95896.6303013063,90080.6939387397,81676.4440504621,72506.2059121683,63228.8945817036,54923.6096545386,46713.3604651495,40464.7684957527,36583.8528391207,35415.1541256176,36483.3044266856,37978.5664467577,37807.3261938536,50479.7833337718,57779.27644507,61496.1873240725,73442.6068637795,110212.288756404,187207.915987075,301652.393826489,390713.518936678,362527.040897246,246401.13031432,139643.576577174,76950.7869648429,47546.8413580644,34504.52295276,28117.8717197359,24496.2067518955,21303.0576764928,18399.3704168645,16122.1331937267,14676.1095077829,14069.0297293529,13985.7001554526,14829.8814054824,16286.1226058176,18557.5258501941,22330.2694578192,28731.2825473075,38836.6771543606,51586.5702856807,64067.2671178197,76191.2574779894,88505.7588468678,101925.306715999,112675.32345709,116238.65503249,112987.5306889,110275.74365809,107765.048651754,107434.755951242,104040.706026035,94313.2048047478,75506.4850828335,57329.9968315156,45345.0391276374,40845.040358462,42408.6090593044,45451.2610658358,45746.4580475207,43435.1141728186,44196.8060443718,51041.1703305818,66623.4081653874,84578.9549629925,98850.9201526984,107567.966321637,112665.909258031,114005.141576438
"OR",6980.03590966157,7109.01260380773,6544.2133291267,5462.73262207899,4328.26330035862,3496.83009408777,3082.05403986897,3065.50424885746,3425.68617510915,4098.0011642765,4901.77107760919,5604.56391625924,6005.52288054994,6395.49534369106,7302.26472786135,9321.64401209474,12931.5762851301,17813.5051061118,22479.8527269127,25043.6728914836,24763.947165221,23013.8148552419,21562.2485667267,20671.4388792793,20041.7700576119,18535.1765254598,16342.5102809145,14077.3558213426,12225.1775568682,10559.8230180124,8877.57304082264,7313.78295317328,6211.93656848776,5604.94893402502,5537.28223325256,5986.45783057252,6952.70278455119,8652.66062558503,11133.5591484558,14039.1053977919,16091.1163547704,16572.133302197,15320.7528952978,13118.3065959552,11151.0904340856,9608.15335587431,8523.97877713528,7421.55743169957,6184.29557773842,5101.79836837644,4785.31460116836,5586.23952106748,8300.8378402285,14335.0295076971,24626.567499064,38927.755537949,54596.584284563,67392.4290659995,72951.860765661,71409.7507020541,64848.002921731,57184.5851544284,50308.1882334939,45206.6376374183,41536.0830102411,39484.413670609,38997.3053936891,38609.3853382274,37176.9755208794,35242.2223580458,32233.6792319046,27005.751932586,28788.1892285296,27384.4675670346,27705.8736938461,36896.6576305846,67335.8191031335,135294.615232309,221549.369603674,262850.2384337,233124.464511652,171311.616093114,116697.47118002,78039.639545969,51886.5622699448,34329.7898114234,23100.2114425312,17143.1696771,15080.5698358642,16077.051682345,19795.0224086667,26517.2189623762,36707.3260390529,49584.1572130835,63016.1576909038,75332.5950617819,82616.4379309607,84226.9239091816,85100.2377291873,89485.0483102138,98490.3978292172,108952.003394476,116313.6384558,118449.323682471,116539.162124038,112240.453022914,105488.664182689,97311.6486286754,88629.2794363664,81040.1214973312,74163.8865104258,66669.2329121607,61416.5424550533,62365.6679385168,67485.8531540339,71704.7936606234,69465.4981569189,62936.3387586197,56584.5692405597,54569.0708300852,59785.1195663826,72460.8847402911,88438.2115972126,103205.043729592,112353.389877296,113055.714861485,106959.665036291,98926.5994063235,90851.0691032465
"PA",14488.3984961362,14315.033876663,13862.6822076731,13168.3701130877,12620.9134928578,12190.6962335583,11878.0168067217,11814.8934253501,11966.6142578062,12628.1218946066,14140.589651262,16827.9315281392,20594.6822496026,25642.2375384757,32812.4374451418,44124.8938321427,61163.1723219967,85613.1663865043,114474.40765204,141863.609510742,160484.16972626,165879.105980883,160307.612570823,149725.76863371,139489.737524712,128438.821388657,114293.713844314,98742.0021192854,82039.2939438323,67460.1545878288,55925.842536015,48027.3492004926,43284.2655534948,43006.6325484032,46550.6288022695,53708.2767660124,65139.2130084543,75413.0911925687,82072.1045269948,80713.1113104406,71940.636528007,59143.851370592,46713.3181108654,36378.0941691504,27950.6647660444,20613.1136486895,14620.6550241783,10276.3658471009,7412.35842256901,5837.79704790773,5442.0366764194,6289.49728233266,8677.5507965128,13272.7032985256,20578.8777023352,30692.8196801518,42197.9889619225,54173.8906107832,65837.2653557898,77590.9323990119,88454.9764737168,98586.11498148,107459.394081143,114358.849756248,118388.409385476,117178.688315164,115846.872930878,121344.500128704,136519.859865694,163183.000404008,187340.242279621,185311.637124905,236392.398876426,260794.263742579,291210.154727882,376113.865706325,552231.738521495,797959.011956261,895304.659893162,743612.357060283,509463.100819075,340313.061311189,239526.909133676,177212.169710431,131656.148261605,96163.7251553194,69765.8232962512,51875.0973364965,43532.923041889,43603.4775375538,51817.6192534905,66059.8067842664,81338.0214591556,95770.4754297574,117714.61753903,152969.588159839,185018.799080319,191060.647448469,172824.331718127,151913.731978158,136769.149975053,134688.991974352,142612.6581177,157771.088843464,177476.619187916,196159.855337308,210855.308469794,216936.027422088,216779.28490039,206963.259431889,198113.314082477,194981.758827436,198654.797742071,200711.93957864,197629.191749284,189469.386114911,184587.104466954,192587.981991008,203911.868060514,212000.027969053,209002.936553974,195101.187449524,186454.931095084,193023.27693961,218000.219261612,253217.639009111,277393.205074942,292050.778947848,300645.075178804
"RI",1930.5703039557,1966.97854484652,2006.21492126556,1971.42632015027,1858.29052627685,1660.38721799586,1528.92509295339,1499.74751644442,1568.61856086393,1771.98444745952,2106.19744819256,2573.16621163146,3220.31439119604,4177.58893516736,5419.66655460893,7106.05562711059,9240.42822798844,11857.1890760488,14663.8450400799,16803.2370165005,17716.395606121,17423.0456508692,16728.385328072,16297.1927480393,16208.3724434984,15864.8761412039,14540.6074934701,12222.3525947458,9753.3436374419,7829.20198863969,6540.67424282918,5846.27671456961,5460.94307823098,5259.97157739711,5233.28921019264,5365.71419213346,5696.40912444235,6039.97967083886,6135.35074117982,5814.16646605898,4985.90671648582,3962.64412634559,2969.8106167685,2137.92355427439,1499.72837442618,1015.83700093211,689.254442940644,497.695912620865,395.131196511782,356.767978288529,388.486128234956,503.486329860902,768.832670891494,1319.24518321014,2338.76241880042,3909.10518815627,5557.12505413704,6591.40164056955,6887.94939981766,6810.77495182576,6764.24606411143,6669.84960704651,6240.65733877021,5565.04347485786,4879.84421435439,4380.47822217713,4290.05129516674,4649.31088898161,5554.79444490918,7036.21155032332,8739.14395731315,10158.7323612673,14725.1496328047,19235.9280999287,24039.8699363905,32622.4613443289,49840.6569343657,71237.7779621608,77367.3544949966,58454.4976149867,34123.1306928899,18332.0219650011,10739.3968019253,7312.1666750526,5954.89055540376,5729.87132248887,6219.99437593625,6873.82671318573,7338.5093757159,7502.06286021467,7741.96526697925,8673.37393700241,10788.3595981914,14068.0180120114,17773.7297573435,19762.5662798336,18643.9392439081,15551.7875216931,12232.7133563923,9926.90483772619,8427.02627564103,7828.77102762316,7872.03997766112,8394.30026751995,9262.90516391188,10301.5516301303,11767.0823349844,12889.3280827107,13381.8410926954,13127.0414134962,12665.0296269515,12484.5592932686,12737.0583762143,13523.5313924476,14502.4648813177,15423.9624897927,15956.1279758513,15757.4595878725,14834.5729656344,13250.8218745822,12054.519950545,11632.7044176368,12216.072667704,13461.7749931962,15410.5837472792,17701.0932644217,20683.5560635562,23240.4542409991,25463.9935686731
"SC",36671.4697232319,34038.0684239647,30234.2974171356,26492.2042128952,23708.5046006275,21890.3364660549,20867.375871508,20206.0154503239,19834.0213127023,19446.1343302314,19428.7655337747,19777.8095126897,20374.6646743934,20654.0472808828,20907.1830373728,21498.3870501254,23088.2151686659,26063.1324381048,30694.1747819691,37182.1874258615,45086.2270173267,53511.3194699355,62618.988272524,73467.8269866257,86267.9846925651,95357.2059635023,93285.1927956862,82706.9605451036,69512.6980315784,57455.6164162396,47217.0813662544,37994.8168077833,30029.6124481399,24769.0197316344,22121.9350845836,21334.0944209939,22112.3062671233,22800.3975682039,22705.8795151399,21097.11987787,18748.6205202134,16341.6647815392,13622.7366194601,10900.7393324373,8120.76169272248,5649.80489935399,3928.38969216396,3044.3085186369,2868.2026309786,3348.62435960975,4817.74593720666,8105.17597759794,14841.2415273315,27314.4994037045,47206.9768405021,71724.7840425901,96560.5472276658,118621.661433434,136277.566205256,144066.330773936,136201.592947735,115005.050917204,88302.7913839258,65363.2601448031,48530.541081885,36565.0867323463,29227.5344295236,25433.1260469244,23991.1251035926,24087.875947189,23912.1287490121,22378.5208032139,27530.8034780389,32845.1538906159,43792.9582268399,74922.8279373977,154931.881437059,297605.067204157,442888.137431477,484378.401897724,390712.248199132,259369.536489557,156953.006365295,91680.3076937563,53030.9313935856,30669.9551458315,18812.4952060632,13150.6423280852,10591.893662011,9586.15826687048,9573.86153958513,10846.2049109993,14323.9140323819,21175.3322528637,31161.1728218852,41218.8555037864,49830.2913413676,57000.3341382896,63697.048092029,71405.6976631357,77221.3733014124,82904.3374322188,90918.8228924332,104824.844176329,124719.926528072,142378.336791822,149759.705645182,148879.424391081,145053.426494232,140410.708194492,133737.97060023,121290.88092873,101397.690750394,81682.3633712311,65668.1747274114,54403.9922813119,48484.1317045549,46443.3309157408,47516.3059710278,50362.0321950432,50869.3530466263,49057.0122053435,48504.0347479023,53934.0085571009,68189.1175144931,92127.3119878589,128196.189958705,173291.658205882,204948.657918927
"SD",1501.69751253066,1685.90036654381,1929.61917910056,2256.8491440421,2753.26096368754,3395.91473115079,4152.33838903806,4972.42210781473,5992.42025636081,7311.6952533613,8785.47415455405,10081.597431759,11513.9518409733,13477.2216803685,16349.9628282936,19720.7547897466,22142.0564637068,22192.9777209443,19606.798215088,15998.3889985811,12485.5525944876,9774.11891695163,8151.8831894897,7269.4543465044,6691.93902268132,5908.67912241625,4772.75071338084,3691.1461373236,2939.45172903278,2572.95066106816,2491.0223390614,2521.34522552363,2502.68865106367,2494.45367186384,2512.74915896315,2639.98056185638,2834.85498829963,3053.09712697217,3129.28750105822,2948.23536390031,2502.20395274941,1950.0177749008,1448.79392035899,1064.04290488721,798.557030569972,620.661472835647,525.73557045484,495.229977278468,513.868516194781,555.348534353167,611.653889797436,682.799287902023,789.401637714278,1014.99310821594,1483.71436830282,2433.92980840188,4165.74993338907,6593.66165239677,8782.92533743436,9731.70163201134,9460.08521593237,8848.97205085526,8331.60270941221,8007.90323469228,7926.13936764257,8125.4573641841,8682.44076801839,9580.04476820922,10719.0328706345,11971.6818877766,12719.6159277108,12049.4728629464,13749.8792845217,13304.6444603688,12371.0993131899,13941.1075241112,21663.3963607898,38895.9169825272,60207.214988486,64319.6183981822,47647.2385028824,30173.3227359555,19017.75892047,12562.8164364724,8404.4797733779,5640.42064032909,3852.7065668919,2831.84069368094,2301.65008598395,2111.39720749266,2130.50512532391,2277.84516806533,2545.40696668069,2866.40366800238,3273.03574448935,3799.96690641252,4580.41935412492,5685.17313411731,7097.53661905638,8464.9915552575,9582.06806111042,10479.6228980298,11515.2870210429,12668.8829505992,14086.3514987166,15695.8413235292,17201.9154664691,18080.0667303315,18592.8135187175,18486.1539179829,17613.9312468371,16108.8906840153,14581.7430303042,13527.898704164,12589.5259345597,11543.1470199386,10634.663971963,10294.9196765137,10922.1573006102,12725.3172294959,14814.6699406858,16233.3921202336,16622.8249049894,16809.4850969495,17081.9802418779,16582.1646400453,14993.1325038007,12670.6354628393,11074.3281244313
"TN",34678.8156982416,37428.966736422,37081.0461540893,34925.2063141779,32493.9184238135,30652.9818357512,29535.8153100701,28378.57161099,28341.1077601939,28631.3852910258,30564.9050887925,33789.2871197927,39097.7110342807,44859.8836703927,50736.1988616611,56632.6761216229,63669.4758035398,72126.5520496185,82256.9166538278,95104.8129216528,111726.102125372,129826.342735764,138366.183874153,133989.621346132,119777.059006634,102153.922649968,84218.9319119669,68530.815806386,55291.3457587072,42937.0475857047,32639.5818800311,24948.4971701833,20249.8904592568,18356.1984485731,18809.583030789,21174.6159448893,25046.6209738361,29124.8453512363,31913.8529833457,32021.7967888015,29755.2469732604,26087.9983225994,21799.0581573322,17486.3715830694,13173.4498132842,9689.26607271901,7352.16676674373,6033.47145092895,5648.92747047326,6404.98835167794,8767.8890197989,13891.3219759903,24146.4396593164,41674.1216392316,67675.5573335494,100505.393132545,135280.843782867,167298.002544831,193567.39196438,204377.777219821,190721.314840961,155704.245507529,118015.952275034,88242.5415638313,67645.6393203625,53446.4263723936,44600.7020148166,40632.4149303539,40996.5479832746,44305.7982152379,48308.620022146,50135.928513157,71090.1607475135,95084.6444877074,130258.453436654,191608.385960973,296356.042007556,427750.701377294,539637.965442102,574677.705155072,508635.855923184,377277.40998277,252822.073818652,160263.016378706,100214.912841032,64423.004689031,44668.9143578642,33451.274213665,27535.6134454804,24221.511837036,22763.5517129308,22322.718536401,23782.0204848894,28616.5791967026,38469.8779277934,54971.6873653211,77183.5778203381,95387.5423046707,102959.769566053,105169.258090068,110835.110292758,123956.1923198,143830.699633366,162774.981942344,176412.182405154,180161.493968494,181068.828773929,189250.10074457,207983.198801557,226304.466778,215652.109294435,178375.166493116,140457.42261053,110698.123005082,93280.3258582526,82346.6921150537,77451.2422336202,78496.4069093944,84656.5774232924,90762.2090474872,94358.4564266331,95228.3246536716,99907.7969521413,115267.351199152,143292.128984597,170504.73404085,191394.72441626,201732.214477421,200624.031309387
"TX",288634.281908845,320112.270409408,323923.208855728,296941.720448837,249152.24559131,195871.255316338,157269.104163752,137058.334190977,131486.609578284,130865.998422493,131895.234219273,132786.115918275,136880.555422149,146030.958828521,162202.443226258,187038.741218175,222017.586827988,262162.674954859,297011.550285096,318691.922040239,338712.851479418,369393.935971842,416780.159858894,479581.516362718,534262.497274484,549027.374194502,523616.1233318,460806.869431906,379828.206450396,296283.076772403,231611.088820279,187749.601143121,160062.192739475,139363.531083265,119160.605580377,102639.177425347,94476.0523418924,93935.2081229244,97089.6071678714,96933.4554083263,90952.8425585277,80953.8138518028,70159.5048243558,61538.85112043,55463.20904625,51610.7723116614,47363.7024210352,43504.5896855984,41824.3121939485,44438.7714604342,54395.5771971516,77637.6378511792,121909.477655595,197454.367551912,304748.75424985,419688.798996362,491838.081608496,518960.150091362,524649.2004105,514814.394331071,480169.412476291,415701.638148632,337752.283515291,270351.567198858,224666.974583955,194053.826476792,170275.686195553,151157.642772339,139216.762174536,136042.515647266,137690.862970245,133027.31826483,167333.676915959,200252.463869997,272433.497967332,485725.01408899,995388.014470614,1707445.18632406,2191574.21259002,2174004.46640599,1730319.28734665,1173080.46028598,731091.712204434,468950.944442038,327685.333823369,251514.573446694,212444.650353698,194380.679784026,184066.791355927,174618.424234811,162086.976187775,147228.771240222,135620.638504561,131944.142707932,138657.130043468,159192.479748853,196771.34095844,249302.459070727,309730.884304447,372653.481463897,440290.897440718,523710.949893987,624828.02787751,726832.32066912,787218.983118668,801521.56637878,774075.060618543,725182.659173001,661010.510077258,604049.474988767,567583.582075407,546848.456493432,502088.582535954,420373.290318955,329622.973829386,260100.862474253,219801.710440472,197671.275055551,182534.450943313,171992.093299856,171588.391497779,193058.678375766,244157.603789579,325593.249603337,403924.854443121,463741.678885835,531603.900080677,641917.927774477,749806.251828524
"UT",7979.22381972937,7027.38202269147,6088.14702732501,5485.11931445261,5283.96359177284,5424.63350390176,5852.09591407541,6690.27438666823,8157.23303008473,10325.48374051,12742.733734517,14901.1832576538,16685.1450247869,18544.1381679368,21647.7403260187,26672.8363473163,33584.6588524297,40021.5226010369,42964.265244572,41871.8872752489,38640.8035695238,35237.3581857299,33765.5727848903,34975.8992991283,37706.0581577294,38035.032150248,33666.5897979259,26774.3203187702,20852.8174887406,16362.1566330091,13421.969634924,11494.4082463815,10364.7411868053,9633.32472704165,8916.14864546767,8119.88210532651,7566.08167514862,7194.43822630625,7162.89366433863,7379.85752371366,7639.42968281888,7808.14084447183,7737.68737505513,7410.85538156066,7076.26538521963,6913.31475710192,7284.84001684856,8148.84515858826,9276.5218004375,10258.5327178947,11411.035913809,13104.2730926986,15643.7900908391,18717.7632236645,21592.4126372571,23589.2755851556,25188.4393268221,28057.1386507601,31914.5671083902,35669.4283645701,37957.3591021129,38405.82225757,37598.5554477551,36844.7422135371,36935.958175845,37784.1558055688,40251.3191187742,42864.3726477026,44908.4744235334,45930.5583363719,45188.091174055,38899.4299688133,41287.2158993364,37400.7104960153,34789.1015300991,42644.3519569535,78004.5794356889,166261.768237067,286566.658019095,322199.671669746,240537.985709747,144863.696490883,87374.6008680455,57490.1197666589,40236.589286034,28829.5106539336,20619.3032713043,14777.0774083853,11198.0829578568,9277.78573960768,8855.21373078697,9925.21982703792,13199.1842623086,19261.0999641922,27142.8059932654,35171.9172778186,42256.5039982254,49417.647814263,57386.5141782336,64986.470784895,71326.2423681035,77019.015313768,82629.8788642274,87233.9565187735,90054.5415289484,87620.045770057,80395.2698009367,69676.9581512571,59242.8758388425,50826.3236603406,44998.3840695695,41783.4683252008,39639.0761010797,37465.0743810091,35242.2947048638,32883.6115406123,31953.4698925364,32984.1208863349,36828.6205597467,43979.1908352959,52861.9687933084,63701.0109461736,74513.7057395075,82949.0740573399,84381.1143858837,81672.8595048489,80894.1398402158,80280.1412405862,70957.2814665649
"VT",194.244304428735,203.073567135262,212.353932704772,215.049827891424,218.253335475675,209.344170400659,191.859496816538,163.000357498048,137.515903208683,122.865419762544,122.192146543066,137.737768117835,174.895485751319,244.498085386734,365.891419040998,585.640193561409,954.523986171039,1488.2104834251,2052.28809053045,2435.07947590082,2546.95735659747,2534.28254189921,2589.8426961277,2851.6620073883,3341.79400283912,3934.22211040206,4267.326715068,4078.80398155415,3563.97536258282,2997.47620901384,2590.27781883225,2339.61316545387,2279.95778707832,2374.21729437382,2604.35012395323,2892.00582943022,3236.50613438279,3513.4332448743,3436.42653635326,3073.08323524708,2558.71081042969,2018.35802624487,1514.77346849064,1079.89074868632,730.493395137421,473.265214364249,318.676730095167,238.681635647387,200.413742400417,187.883657813555,202.319614978415,253.450312508647,370.566177624621,599.713583493099,1019.34882217385,1657.5521231642,2475.99994235327,3289.16055589939,4047.50804850658,4772.59719475141,5541.1727839358,6166.56783374607,6551.91627008704,6669.73897854694,6744.07021853347,6921.20302224699,7521.15132644984,8764.57283267719,10734.5092491162,12488.1900965554,12613.9800716832,10196.171634381,10966.0661046462,10072.1868726664,9256.26369800164,10445.7628071917,14997.7405469224,22958.3713195789,28545.3436276283,25700.6980479478,18049.9903852129,12034.9939636114,8448.73067723886,6421.82513950968,5209.89236962698,4476.55232053489,4061.29438029865,3933.94086514473,4104.44976493573,4817.68768147342,6333.60148007999,8653.28757653764,11225.8328854223,12445.2811890486,11612.1076637999,9785.20321031849,7858.37502371609,6472.3220095842,5462.64658868382,4681.56106170148,4158.82543478204,3816.63284523653,3654.62921495648,3635.9854033029,3804.43755235124,4089.08793350718,4305.90832403593,4456.7342301573,4503.87803722335,4411.23876189465,4271.3683958413,4256.00112683958,4392.0481311919,4702.93202431731,5227.04783039604,5896.57389878122,6457.99094604142,6566.77104566395,6025.80324156584,5152.71433193714,4317.21230937893,3729.17099725655,3602.72084180565,3873.80405277317,4532.95880839187,5274.37782950145,5596.43267333561,5469.81102740499,5151.0421198044
"VA",19996.0959186825,21441.0097221475,21553.2094906109,21078.9341711069,20556.7658234417,20507.1835178475,20922.205018314,21020.8663552213,20192.1680305495,19044.8564428707,18760.5980005216,19676.0132966008,21485.0813250636,23386.4826371382,25642.8016458833,28498.5769863795,33405.65086313,40624.9929425071,50128.4251121585,60903.5499532529,70572.8918216004,78383.8633959875,84152.0420437996,91218.3877063176,100471.39788294,109697.288656749,112322.557407496,104879.387453793,89470.1927132672,72138.449555762,57415.6894312876,46601.3814156872,39277.381493257,35319.5573303266,33741.5234051633,34420.9900846511,36275.7663338181,38431.8648499062,38307.6802121897,35268.5994476597,30142.8421032381,24644.2221895408,19744.5972253232,15757.2173172786,12282.4576859903,9205.25798791693,6970.67766034463,5586.1480386991,4976.51478278753,4978.26440538229,5665.72770066687,7391.82302623281,10813.820888096,16956.3251173785,26895.9573896488,40581.3205183431,55535.9663173038,69039.5224916348,80481.6203622902,89306.7821221519,95320.9855798937,96571.3264068172,92403.5125114036,83379.7970147434,71987.1516291498,60299.3854569453,50357.0685076577,44423.3033798305,43787.8400806754,47222.0884223757,51291.2334714595,51508.7791773158,64889.052054497,75198.4444371141,94708.915136451,148709.520001913,264592.496808974,398810.39094378,443076.974396912,386195.119635272,291041.435364008,212929.92941749,149868.174446986,100872.923282601,67880.6071761056,48517.1756952314,37512.4089452775,31239.0382449553,27637.1232167675,26587.5081197319,28590.350887006,33261.916959424,41051.2304969397,53376.5157219927,71687.1673307086,93337.8961630747,108887.398126415,114206.571077473,112046.954750131,106908.475756417,104529.624588516,107425.652762991,115735.994953145,126946.048728852,137761.651978182,146169.185274252,149788.489486893,150462.609704346,149652.131909327,145217.0842249,140222.000862171,131307.999068637,116904.332825525,101026.106213083,89398.2992239919,82691.4754487958,79319.1863590675,78537.5902211838,80325.5107546034,83954.515794759,83754.00461413,77809.5310501094,76444.8398260274,85888.2701973868,108689.586112303,141532.282780185,175200.637337268,202777.264085011,217029.660351128
"WA",14389.4904226442,14013.8889535232,12573.0570491308,10915.1989269589,9393.35042581071,8519.2227908974,8104.03358258679,8055.74018894623,8134.28438777651,8298.06515486152,8576.83830055524,9008.87012291904,9627.27989261562,10723.2588556926,12496.0169046018,15925.8353797736,21719.1861373494,29728.1197416543,36813.0087063581,39806.5642940918,39826.4609986835,39247.9723285276,39662.1464194931,40331.1443765537,40523.1682329242,39584.0186784716,37087.5043035866,33363.3344760123,28421.3344381863,23313.2375037987,19195.4525685341,16062.4637439746,14207.7411065284,13362.1180051333,13288.1913105343,14058.0982652536,15901.4915247244,18836.2850543407,22609.8233799973,26014.4103377486,27843.4213420191,27789.8385317066,26871.835254225,25700.6957795659,24088.66803134,21304.9213955884,18179.3816072073,15635.6976882341,13825.3842949878,12930.2256344902,13121.0091698991,14911.5782979737,19108.2612285586,26838.8790964665,38224.9189043416,53362.8990353532,70341.7526819788,86554.1605488344,99937.2228982142,105698.879145934,103789.730567489,98529.429340634,93469.0190344492,88231.091547632,83951.2848692112,81422.1274537108,79760.6664467427,77823.9495516059,74776.6726199233,68739.5095999993,59488.7580300809,47364.2289823844,48630.8931957031,49666.8845377234,58501.1678271471,88548.0189731363,157695.691936148,266107.639736867,364801.760851897,396432.461602834,349378.987181262,263918.705823138,186006.30204166,131234.67505378,95890.9015238077,72321.8477291532,57491.0163552366,48953.9305473647,45278.3697570798,44778.4310739631,46800.2087087203,52754.0614664654,64795.9899756029,84341.2581498023,107975.877742247,125923.11908197,130974.521366158,127871.403710844,125892.601753067,130920.907033725,142411.345429815,158563.604725901,175592.757576772,184891.77266001,188151.015699274,182643.033056607,170760.676948111,157214.570027279,144041.335839746,131877.201715017,122167.519070181,116322.555274864,116276.639821535,119292.07035685,118605.480690224,110076.664419708,95401.633202142,83032.7887332996,76915.8079655869,77137.7205510956,80648.328260274,90574.0546580238,107143.144592825,125235.780941761,134891.622042334,138801.878894796,139541.526208424,144177.144431667,146368.999593404
"WV",2088.69739640728,2339.9439308697,2522.71436931175,2691.70489129162,2915.39267902578,3165.62850854027,3427.96484269912,3677.8399596304,3803.40991304535,3835.60250016484,3919.04533123587,4229.38801298041,4904.69889857388,6018.41091178394,7482.74073776053,9468.09390849202,12138.2286043774,15470.2223887809,18774.4953628595,21300.7838755285,23004.031674429,24197.9115661502,25429.2493542029,26660.064733375,26814.7292428358,25025.7763485782,21554.1697620902,17474.8234620975,13636.2872875032,10407.0367529446,7927.27126674795,6243.3194667992,5359.03744641859,5261.31210379654,5884.33803798366,7043.44337758506,8278.17233433829,9107.57769684708,9054.40612488029,8778.06420650923,8563.60941819251,8418.86270713578,8046.22946096746,7279.67823809444,6037.77502541567,4609.80965938618,3332.43674514976,2408.0199115143,1788.99322841807,1481.06351584927,1427.53913039356,1678.57671836238,2370.90942794315,3839.55987478552,6540.70096632539,10689.3830438474,16363.1275926774,23139.56541517,29871.14009582,35317.0438611903,39173.6810063622,40591.5339929496,38587.3020034681,33882.7897090513,28692.8935261314,24500.627112476,21868.7500800386,20442.6276147972,20028.6057700945,20467.4513051562,21404.7690578335,20792.9749388837,26129.4590803763,27879.0999826586,29037.9723265102,35928.7384290715,51430.3827775434,76267.7507249989,101577.083940765,115648.967228036,108136.725802558,85810.7701567589,62343.6168504757,45257.0637155581,32356.0368157205,22453.9828717893,15041.9691977703,9925.31614787898,6822.50042880185,5279.9398275229,4919.17837568242,5626.00219056336,7475.67709399773,10450.3775688139,14497.0934032432,19187.39389279,23776.7446229361,26225.3711440632,25799.1458344586,24170.5715965042,23902.7565884167,26360.9992095587,31035.5374999697,37127.1477028208,43223.8317420363,47915.2581531118,49532.7978349507,49025.172727619,47868.4205138539,47661.0186051287,48639.3364478307,49167.061440044,46537.3247326624,38629.3503433663,30424.3516071663,24772.5470891821,21969.6062609494,21636.954684399,21693.1153548202,21319.4241161427,19875.4745089056,18300.9096871416,18081.4272508554,19476.8331592364,22935.704287495,28440.9085439763,36555.6508880417,45385.3806362571,48177.1704090592
